tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,paperless_billing,churn
41,45.9,1881.9,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,No,Male,0,Yes,No,Yes,No,No,No
6,78.86,473.16,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,No,No,Yes
15,118.23,1773.45,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,Yes,No,Yes
59,108.42,6396.78,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,Yes,Male,0,No,Yes,Yes,Yes,No,No
1,80.08,80.08,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,Yes,No,Yes
0,110.37,0.0,One year,Credit card,Fiber optic,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,Yes,Yes,Yes,Yes
47,118.92,5589.24,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,Yes,Yes,Yes
11,94.34,1037.74,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,No,Yes,Male,0,Yes,No,Yes,Yes,No,No
68,26.5,1802.0,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,Yes,No,No
36,60.16,2165.76,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,Yes,No
31,103.78,3217.18,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,No,Yes,Yes,Yes,No,No
8,43.06,344.48,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,No,Male,0,Yes,No,Yes,No,No,Yes
18,103.06,1855.08,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,No,Female,1,Yes,No,Yes,Yes,Yes,Yes
47,32.03,1505.41,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,No,Female,1,No,No,Yes,Yes,No,No
2,24.69,49.38,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,Yes,Yes,No,No,No
19,58.41,1109.79,One year,Bank transfer,Fiber optic,No,Yes,Yes,Yes,No,Female,0,Yes,No,No,No phone service,No,No
23,23.67,544.41,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,Yes,Yes
53,115.73,6133.69,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,Yes,No
32,102.62,3283.84,One year,Electronic check,Fiber optic,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,No,No,No
23,100.08,2301.84,Month-to-month,Bank transfer,DSL,No,No,No,Yes,Yes,Male,0,No,No,No,No phone service,Yes,No
71,82.98,5891.58,Two year,Credit card,DSL,No,No,Yes,Yes,No,Male,0,No,Yes,Yes,Yes,Yes,Yes
35,41.63,1457.05,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,Yes,No
37,71.83,2657.71,Month-to-month,Credit card,DSL,Yes,No,No,No,Yes,Female,0,No,Yes,Yes,No,No,Yes
24,79.73,1913.52,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,Yes,Yes,No,Yes,No
17,72.5,1232.5,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,Yes,Yes,No
65,46.02,2991.3,One year,Credit card,Fiber optic,Yes,No,No,Yes,No,Female,0,No,Yes,Yes,No,Yes,No
53,71.52,3790.56,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,No,No
34,69.12,2350.08,Two year,Bank transfer,Fiber optic,Yes,No,No,Yes,No,Male,1,No,Yes,Yes,No,Yes,Yes
60,119.63,7177.8,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,No,Yes,Yes
40,109.74,4389.6,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,Yes,No,No
32,66.34,2122.88,Month-to-month,Credit card,DSL,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,Yes,Yes,No
67,82.29,5513.43,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,No,Male,1,Yes,No,Yes,No,Yes,No
32,94.79,3033.28,Month-to-month,Bank transfer,DSL,No,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,Yes,Yes,No
13,23.49,305.37,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,No,No phone service,No,No
20,109.49,2189.8,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,No,No
47,106.01,4982.47,Month-to-month,Credit card,DSL,Yes,No,Yes,No,No,Female,0,No,Yes,Yes,No,Yes,No
19,65.74,1249.06,One year,Bank transfer,Fiber optic,Yes,No,No,Yes,Yes,Male,0,No,Yes,Yes,No,Yes,No
7,59.12,413.84,Two year,Credit card,Fiber optic,Yes,No,Yes,No,Yes,Female,1,Yes,Yes,Yes,Yes,Yes,No
6,47.3,283.8,Two year,Credit card,DSL,No,No,Yes,No,Yes,Male,1,Yes,No,No,No phone service,Yes,No
66,67.67,4466.22,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,Yes,Yes
16,24.44,391.04,One year,Mailed check,DSL,No,No,No,Yes,No,Female,0,Yes,No,Yes,Yes,Yes,No
32,105.22,3367.04,Month-to-month,Credit card,DSL,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,Yes,No,Yes
47,23.54,1106.38,Two year,Mailed check,Fiber optic,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,No phone service,Yes,No
58,52.91,3068.78,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,No,Female,0,No,Yes,Yes,Yes,Yes,No
21,113.16,2376.36,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,No,Yes,No
29,93.52,2712.08,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,Yes,No,No
37,48.14,1781.18,Month-to-month,Credit card,Fiber optic,No,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,No,Yes,Yes
50,45.26,2263.0,Two year,Bank transfer,Fiber optic,Yes,No,Yes,Yes,No,Female,0,No,Yes,Yes,Yes,No,No
53,20.51,1087.03,Two year,Mailed check,DSL,No,Yes,Yes,Yes,No,Female,0,No,Yes,No,No phone service,Yes,No
7,89.57,626.99,One year,Credit card,DSL,No,No,Yes,No,Yes,Female,0,No,Yes,No,No phone service,Yes,No
26,24.88,646.88,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,Yes,Female,0,No,Yes,Yes,Yes,Yes,Yes
26,73.26,1904.76,One year,Bank transfer,DSL,No,Yes,No,Yes,No,Female,0,Yes,No,Yes,No,Yes,Yes
20,116.21,2324.2,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,Yes,Yes,Yes
29,30.95,897.55,Month-to-month,Credit card,DSL,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,No phone service,Yes,No
27,109.45,2955.15,One year,Bank transfer,DSL,Yes,Yes,Yes,Yes,No,Female,1,No,No,Yes,Yes,No,Yes
63,119.15,7506.45,Month-to-month,Bank transfer,DSL,No,No,No,No,No,Female,1,Yes,Yes,Yes,Yes,Yes,No
68,26.15,1778.2,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,No,No phone service,Yes,No
60,108.29,6497.4,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,Yes,No
47,71.61,3365.67,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,Yes,Female,0,No,Yes,Yes,Yes,No,No
18,110.65,1991.7,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,Yes,Yes,No,Yes,Yes
3,77.13,231.39,Two year,Credit card,Fiber optic,No,Yes,No,Yes,Yes,Male,1,No,Yes,Yes,Yes,No,No
34,86.21,2931.14,Month-to-month,Credit card,Fiber optic,No,No,Yes,Yes,No,Male,0,Yes,Yes,Yes,No,Yes,No
63,74.38,4685.94,One year,Electronic check,DSL,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,Yes,Yes,No
48,106.45,5109.6,Two year,Electronic check,Fiber optic,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,Yes,No,No
16,93.39,1494.24,Two year,Credit card,Fiber optic,Yes,Yes,Yes,No,No,Female,0,Yes,No,Yes,Yes,No,Yes
43,72.13,3101.59,One year,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,No,Male,0,No,No,Yes,No,Yes,No
29,106.82,3097.78,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,Yes,No,No
45,44.53,2003.85,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,Yes,No,Female,0,No,Yes,No,No phone service,No,No
5,35.73,178.65,One year,Electronic check,Fiber optic,Yes,Yes,No,No,No,Male,0,Yes,Yes,Yes,Yes,Yes,Yes
36,36.04,1297.44,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,Yes,No
23,53.4,1228.2,Month-to-month,Credit card,DSL,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,Yes,Yes,No
45,43.87,1974.15,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,Yes,Female,1,Yes,Yes,No,No phone service,No,No
52,113.01,5876.52,Month-to-month,Mailed check,Fiber optic,No,No,No,No,Yes,Female,0,No,No,Yes,Yes,Yes,No
59,30.58,1804.22,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,No,Female,0,No,Yes,Yes,Yes,Yes,No
62,89.9,5573.8,One year,Electronic check,Fiber optic,No,No,No,Yes,No,Male,0,Yes,No,No,No phone service,No,No
31,38.92,1206.52,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,No,No,Yes
32,108.16,3461.12,Two year,Credit card,Fiber optic,Yes,No,No,No,Yes,Female,0,Yes,No,No,No phone service,Yes,Yes
66,116.13,7664.58,One year,Mailed check,DSL,No,Yes,No,No,No,Male,0,No,Yes,No,No phone service,No,No
17,66.55,1131.35,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,Yes,Female,0,Yes,No,No,No phone service,No,No
24,107.91,2589.84,One year,Mailed check,Fiber optic,No,Yes,Yes,No,Yes,Female,0,No,No,Yes,No,No,No
53,20.51,1087.03,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,Yes,Yes,No
57,101.99,5813.43,Month-to-month,Bank transfer,DSL,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,No,Yes,No
66,42.86,2828.76,One year,Electronic check,Fiber optic,Yes,No,Yes,No,No,Female,0,Yes,No,Yes,No,Yes,No
45,110.87,4989.15,One year,Mailed check,DSL,No,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,No,No,No
23,20.11,462.53,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,Yes,No
31,75.62,2344.22,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,Yes,No
46,95.66,4400.36,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,No,No
22,45.87,1009.14,One year,Bank transfer,Fiber optic,Yes,No,No,Yes,No,Female,0,Yes,Yes,Yes,No,No,No
65,39.31,2555.15,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,No,Yes,Yes
26,28.41,738.66,Month-to-month,Electronic check,DSL,No,No,No,No,No,Female,0,No,No,Yes,Yes,No,Yes
1,52.64,52.64,Month-to-month,Bank transfer,DSL,Yes,No,No,No,Yes,Female,0,Yes,Yes,Yes,Yes,Yes,No
16,75.98,1215.68,One year,Mailed check,Fiber optic,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,No,Yes,No
32,31.58,1010.56,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,Yes,Female,1,No,Yes,Yes,No,Yes,No
8,57.67,461.36,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,No,Yes,Yes,No,No,No
42,20.91,878.22,Two year,Bank transfer,DSL,Yes,Yes,No,No,Yes,Female,0,No,No,Yes,Yes,No,No
47,101.87,4787.89,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,Yes,Yes,Yes
38,32.84,1247.92,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,Male,0,Yes,No,Yes,No,Yes,Yes
41,48.33,1981.53,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,No,Yes,No
25,21.84,546.0,Two year,Credit card,DSL,Yes,No,Yes,No,Yes,Male,0,Yes,No,Yes,Yes,Yes,No
49,63.22,3097.78,Month-to-month,Mailed check,DSL,Yes,No,No,No,No,Female,1,Yes,Yes,Yes,Yes,No,Yes
24,104.01,2496.24,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,No,Yes,No
23,59.22,1362.06,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,Yes,Male,0,No,Yes,Yes,Yes,Yes,Yes
12,37.95,455.4,One year,Bank transfer,DSL,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,No,No phone service,No,No
59,95.37,5626.83,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,No,Male,0,Yes,No,Yes,Yes,Yes,Yes
6,98.88,593.28,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,No,No phone service,Yes,No
56,37.38,2093.28,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,Yes,No
35,97.09,3398.15,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,Yes,No
44,114.73,5048.12,One year,Mailed check,DSL,Yes,No,No,No,No,Male,0,Yes,No,Yes,Yes,Yes,Yes
19,36.64,696.16,Month-to-month,Electronic check,DSL,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,No,No,Yes
64,97.1,6214.4,Two year,Credit card,Fiber optic,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,No,No,No
7,90.86,636.02,One year,Credit card,Fiber optic,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,Yes,No,Yes
15,67.36,1010.4,Two year,Electronic check,DSL,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,No,No,No
13,25.79,335.27,Month-to-month,Credit card,DSL,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,No,Yes,No
14,27.47,384.58,Month-to-month,Mailed check,Fiber optic,No,No,No,No,Yes,Male,0,Yes,Yes,Yes,No,No,No
65,105.24,6840.6,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,Yes,No,Yes
31,119.01,3689.31,Month-to-month,Mailed check,DSL,No,No,Yes,Yes,No,Male,0,Yes,No,No,No phone service,No,Yes
62,87.61,5431.82,Month-to-month,Electronic check,DSL,No,Yes,No,No,Yes,Male,0,No,No,Yes,Yes,No,Yes
50,64.6,3230.0,Month-to-month,Electronic check,DSL,No,No,No,No,Yes,Male,1,No,Yes,Yes,Yes,No,Yes
24,84.76,2034.24,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,Yes,Male,0,Yes,No,Yes,No,No,No
57,79.44,4528.08,Month-to-month,Mailed check,Fiber optic,No,Yes,No,Yes,Yes,Female,0,No,Yes,Yes,Yes,No,No
62,58.36,3618.32,One year,Mailed check,Fiber optic,Yes,Yes,Yes,No,No,Female,0,No,No,Yes,Yes,No,No
61,26.56,1620.16,Month-to-month,Electronic check,DSL,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,Yes,Yes,No
21,102.15,2145.15,Month-to-month,Mailed check,DSL,Yes,No,No,No,No,Female,0,Yes,Yes,Yes,No,No,Yes
57,57.18,3259.26,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,No,No,Male,0,No,No,No,No phone service,Yes,No
57,101.88,5807.16,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,No,Female,0,No,No,Yes,No,No,Yes
48,45.25,2172.0,Two year,Mailed check,Fiber optic,No,No,Yes,No,Yes,Female,0,Yes,No,No,No phone service,No,No
51,20.1,1025.1,Month-to-month,Mailed check,DSL,Yes,No,No,Yes,Yes,Female,0,No,Yes,No,No phone service,No,No
41,35.89,1471.49,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,Yes,No
69,66.85,4612.65,Two year,Credit card,DSL,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,Yes,Yes,No
14,114.43,1602.02,One year,Mailed check,Fiber optic,No,Yes,Yes,No,No,Male,0,Yes,No,Yes,No,No,Yes
53,30.22,1601.66,One year,Electronic check,Fiber optic,No,Yes,No,No,No,Male,0,No,No,Yes,Yes,Yes,Yes
59,105.42,6219.78,One year,Electronic check,Fiber optic,No,Yes,No,No,Yes,Male,0,Yes,No,Yes,Yes,No,No
7,72.7,508.9,Two year,Mailed check,DSL,Yes,Yes,Yes,Yes,Yes,Female,0,No,Yes,Yes,No,Yes,No
52,102.59,5334.68,One year,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Female,0,No,Yes,Yes,Yes,Yes,No
59,49.84,2940.56,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,Yes,Yes,Yes
4,103.99,415.96,One year,Electronic check,DSL,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,Yes,No,No
67,97.28,6517.76,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,Yes,Yes,Yes
5,43.01,215.05,One year,Bank transfer,DSL,Yes,No,Yes,Yes,Yes,Female,0,No,No,Yes,Yes,Yes,No
46,33.13,1523.98,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,No,No
54,106.81,5767.74,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,No,Yes,Yes
39,116.32,4536.48,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,No,No
51,23.13,1179.63,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,Yes,No,No
15,93.13,1396.95,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,Yes,Yes,Yes
12,110.95,1331.4,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,No,Yes
29,105.74,3066.46,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,No,Yes,No
18,116.45,2096.1,Month-to-month,Electronic check,DSL,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,No,Yes,Yes
16,96.01,1536.16,One year,Bank transfer,DSL,Yes,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,Yes,No,No
62,64.23,3982.26,Month-to-month,Credit card,DSL,Yes,No,Yes,No,No,Female,0,No,No,Yes,No,Yes,No
18,51.2,921.6,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,Yes,Yes,Yes
57,52.07,2967.99,One year,Credit card,DSL,No,Yes,No,No,No,Female,0,Yes,No,Yes,Yes,No,Yes
54,92.44,4991.76,Month-to-month,Credit card,DSL,Yes,No,Yes,No,Yes,Female,0,Yes,No,Yes,Yes,No,Yes
61,94.58,5769.38,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,No,Male,1,No,Yes,Yes,Yes,Yes,Yes
22,40.04,880.88,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,No,No
8,106.81,854.48,Two year,Mailed check,DSL,No,No,No,Yes,No,Male,0,No,Yes,Yes,No,No,No
11,91.49,1006.39,Month-to-month,Mailed check,DSL,Yes,No,No,No,Yes,Male,1,No,Yes,Yes,Yes,No,No
0,76.28,0.0,Month-to-month,Bank transfer,DSL,No,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,Yes,No,Yes
57,67.15,3827.55,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,Yes,No
0,74.32,0.0,One year,Bank transfer,Fiber optic,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,No,Yes,No
33,35.92,1185.36,Month-to-month,Bank transfer,DSL,Yes,No,No,No,No,Male,0,No,Yes,Yes,Yes,No,No
47,40.37,1897.39,One year,Electronic check,DSL,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,No,Yes,No
0,29.12,0.0,Month-to-month,Bank transfer,DSL,No,No,No,Yes,No,Male,0,Yes,No,Yes,Yes,No,No
15,35.37,530.55,Month-to-month,Mailed check,DSL,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,No,No,No
60,65.37,3922.2,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,Yes,No
63,73.04,4601.52,One year,Bank transfer,Fiber optic,No,Yes,Yes,No,Yes,Male,1,Yes,Yes,Yes,No,Yes,No
62,21.79,1350.98,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,Yes,Female,0,No,Yes,Yes,No,Yes,Yes
68,99.68,6778.24,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,Yes,Yes
21,49.42,1037.82,Month-to-month,Credit card,DSL,Yes,Yes,No,No,Yes,Female,0,Yes,No,Yes,Yes,No,No
66,111.18,7337.88,Month-to-month,Credit card,Fiber optic,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,No,No,Yes
25,116.75,2918.75,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,Yes,No,No phone service,Yes,No
15,38.55,578.25,One year,Credit card,DSL,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,No,No,No
50,66.21,3310.5,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,No,Female,0,No,No,Yes,No,Yes,Yes
56,20.12,1126.72,Month-to-month,Bank transfer,DSL,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,Yes,Yes,Yes
28,79.83,2235.24,Two year,Mailed check,DSL,No,No,Yes,No,No,Female,1,Yes,No,Yes,Yes,Yes,No
68,80.73,5489.64,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,Yes,No,No
46,44.75,2058.5,Two year,Electronic check,Fiber optic,No,Yes,No,No,No,Female,0,Yes,No,No,No phone service,No,No
61,75.84,4626.24,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,No,Female,0,No,No,Yes,Yes,Yes,No
68,42.55,2893.4,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,No,Yes,Yes,Yes,No
15,36.08,541.2,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,Yes,Yes,Yes
47,85.15,4002.05,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,Yes,No
38,52.59,1998.42,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,No,No phone service,No,No
32,79.03,2528.96,Month-to-month,Bank transfer,DSL,No,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,No,No,Yes
22,63.32,1393.04,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,No,Yes,No
9,118.44,1065.96,Month-to-month,Electronic check,DSL,No,No,No,No,No,Female,1,No,Yes,Yes,No,Yes,No
68,34.96,2377.28,Month-to-month,Electronic check,Fiber optic,No,Yes,No,Yes,Yes,Female,1,No,No,Yes,No,No,No
33,66.46,2193.18,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,Yes,Yes,No,Yes,No
51,88.05,4490.55,Month-to-month,Credit card,DSL,No,No,Yes,Yes,No,Male,0,No,Yes,Yes,No,No,No
9,59.55,535.95,One year,Mailed check,Fiber optic,Yes,No,No,No,Yes,Female,0,No,Yes,Yes,Yes,No,No
18,117.47,2114.46,One year,Electronic check,Fiber optic,No,No,Yes,No,No,Male,0,No,Yes,Yes,No,Yes,No
57,92.19,5254.83,One year,Bank transfer,Fiber optic,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,Yes,No,No,No
0,85.7,0.0,Month-to-month,Credit card,DSL,No,No,No,Yes,No,Female,0,No,No,Yes,No,No,Yes
68,95.71,6508.28,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,Yes,Female,0,No,Yes,Yes,No,No,No
3,115.26,345.78,One year,Credit card,DSL,No,No,Yes,Yes,Yes,Male,1,Yes,No,Yes,Yes,No,No
15,110.78,1661.7,Two year,Mailed check,DSL,Yes,Yes,Yes,Yes,No,Female,0,No,No,Yes,No,Yes,Yes
23,92.43,2125.89,Month-to-month,Electronic check,DSL,No,No,Yes,No,No,Female,1,Yes,Yes,Yes,No,No,Yes
1,94.92,94.92,Month-to-month,Credit card,Fiber optic,No,No,Yes,Yes,No,Male,0,No,No,Yes,Yes,No,No
31,34.59,1072.29,Month-to-month,Electronic check,DSL,No,Yes,Yes,No,No,Male,0,Yes,No,Yes,No,No,Yes
23,30.28,696.44,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,Yes,No
11,77.09,847.99,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,No,Male,0,No,Yes,Yes,No,Yes,Yes
49,21.84,1070.16,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,Yes,Female,0,No,Yes,Yes,No,Yes,No
34,68.24,2320.16,Two year,Mailed check,Fiber optic,No,No,Yes,No,No,Female,1,Yes,Yes,Yes,No,No,No
32,41.03,1312.96,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,No,No,Male,0,Yes,Yes,No,No phone service,Yes,No
32,54.6,1747.2,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,Yes,No
60,97.58,5854.8,One year,Bank transfer,DSL,Yes,No,No,Yes,Yes,Female,0,No,Yes,Yes,Yes,Yes,No
